"MOV AX,moffs16",A1,,AL/AX/EAX/RAX,Moffs,NA,NA
"MOV EAX,moffs32",A1,,AL/AX/EAX/RAX,Moffs,NA,NA
"MOV RAX,moffs64",REX.W + A1,,AL/AX/EAX/RAX,Moffs,NA,NA
"MOV moffs8,AL",A2,,Moffs (w),AL/AX/EAX/RAX,NA,NA
"MOV moffs8,AL",REX.W + A2,,Moffs (w),AL/AX/EAX/RAX,NA,NA
"MOV moffs16,AX",A3,,Moffs (w),AL/AX/EAX/RAX,NA,NA
"MOV moffs32,EAX",A3,,Moffs (w),AL/AX/EAX/RAX,NA,NA
"MOV moffs64,RAX",REX.W + A3,,Moffs (w),AL/AX/EAX/RAX,NA,NA
"MOV r8,imm8",B0 +rb ib,,opcode +rd (w),imm8/16/32/64,NA,NA
"MOV r8,imm8",REX + B0 +rb ib,,opcode +rd (w),imm8/16/32/65,NA,NA
"MOV r16,imm16",B8 +rw iw,,opcode +rd (w),imm8/16/32/66,NA,NA
"MOV r32,imm32",B8 +rd id,,opcode +rd (w),imm8/16/32/67,NA,NA
"MOV r64,imm64",REX.W + B8 +rd io,,opcode +rd (w),imm8/16/32/68,NA,NA
"MOV r/m8,imm8",C6 /0 ib,,ModRM:r/m (w),imm8/16/32/69,NA,NA
"MOV r/m8,imm8",REX + C6 /0 ib,,ModRM:r/m (w),imm8/16/32/70,NA,NA
"MOV r/m16,imm16",C7 /0 iw,,ModRM:r/m (w),imm8/16/32/71,NA,NA
"MOV r/m32,imm32",C7 /0 id,,ModRM:r/m (w),imm8/16/32/72,NA,NA
"MOV r/m64,imm32",REX.W + C7 /0 id,,ModRM:r/m (w),imm8/16/32/73,NA,NA
"MOV r32, CR0-CR7",0F 20 /r,,ModRM:r/m (w),ModRM:reg (r),NA,NA
"MOV r64, CR0-CR7",0F 20 /r,,ModRM:r/m (w),ModRM:reg (r),NA,NA
"MOV r64, CR8",REX.R + 0F 20 /0,,ModRM:r/m (w),ModRM:reg (r),NA,NA
"MOV CR0-CR7, r32",0F 22 /r,,ModRM:reg (w),ModRM:r/m (r),NA,NA
"MOV CR0-CR7, r64",0F 22 /r,,ModRM:reg (w),ModRM:r/m (r),NA,NA
"MOV CR8, r64",REX.R + 0F 22 /0,,ModRM:reg (w),ModRM:r/m (r),NA,NA
"MOV r32, DR0-DR7",0F 21 /r,,ModRM:r/m (w),ModRM:reg (r),NA,NA
"MOV r64, DR0-DR7",0F 21 /r,,ModRM:r/m (w),ModRM:reg (r),NA,NA
"MOV DR0-DR7, r32",0F 23 /r,,ModRM:reg (w),ModRM:r/m (r),NA,NA
"MOV DR0-DR7, r64",0F 23 /r,,ModRM:reg (w),ModRM:r/m (r),NA,NA
"MOVAPD xmm1, xmm2/m128",66 0F 28 /r,SSE2,ModRM:reg (w),ModRM:r/m (r),NA,NA
"MOVAPD xmm2/m128, xmm1",66 0F 29 /r,SSE2,ModRM:r/m (w),ModRM:reg (r),NA,NA
"VMOVAPD xmm1, xmm2/m128",VEX.128.66.0F.WIG 28 /r,AVX,ModRM:reg (w),ModRM:r/m (r),NA,NA
"VMOVAPD xmm2/m128, xmm1",VEX.128.66.0F.WIG 29 /r,AVX,ModRM:r/m (w),ModRM:reg (r),NA,NA
"VMOVAPD ymm1, ymm2/m256",VEX.256.66.0F.WIG 28 /r,AVX,ModRM:reg (w),ModRM:r/m (r),NA,NA
"VMOVAPD ymm2/m256, ymm1",VEX.256.66.0F.WIG 29 /r,AVX,ModRM:r/m (w),ModRM:reg (r),NA,NA
"VMOVAPD xmm1 {k1}{z}, xmm2/m128",EVEX.128.66.0F.W1 28 /r,AVX512VL AVX512F,ModRM:reg (w),ModRM:r/m (r),NA,NA
"VMOVAPD ymm1 {k1}{z}, ymm2/m256",EVEX.256.66.0F.W1 28 /r,AVX512VL AVX512F,ModRM:reg (w),ModRM:r/m (r),NA,NA
"VMOVAPD zmm1 {k1}{z}, zmm2/m512",EVEX.512.66.0F.W1 28 /r,AVX512F,ModRM:reg (w),ModRM:r/m (r),NA,NA
"VMOVAPD xmm2/m128 {k1}{z}, xmm1",EVEX.128.66.0F.W1 29 /r,AVX512VL AVX512F,ModRM:r/m (w),ModRM:reg (r),NA,NA
"VMOVAPD ymm2/m256 {k1}{z}, ymm1",EVEX.256.66.0F.W1 29 /r,AVX512VL AVX512F,ModRM:r/m (w),ModRM:reg (r),NA,NA
"VMOVAPD zmm2/m512 {k1}{z}, zmm1",EVEX.512.66.0F.W1 29 /r,AVX512F,ModRM:r/m (w),ModRM:reg (r),NA,NA
"MOVAPS xmm1, xmm2/m128",NP 0F 28 /r,SSE,ModRM:reg (w),ModRM:r/m (r),NA,NA
"MOVAPS xmm2/m128, xmm1",NP 0F 29 /r,SSE,ModRM:r/m (w),ModRM:reg (r),NA,NA
"VMOVAPS xmm1, xmm2/m128",VEX.128.0F.WIG 28 /r,AVX,ModRM:reg (w),ModRM:r/m (r),NA,NA
"VMOVAPS xmm2/m128, xmm1",VEX.128.0F.WIG 29 /r,AVX,ModRM:r/m (w),ModRM:reg (r),NA,NA
"VMOVAPS ymm1, ymm2/m256",VEX.256.0F.WIG 28 /r,AVX,ModRM:reg (w),ModRM:r/m (r),NA,NA
"VMOVAPS ymm2/m256, ymm1",VEX.256.0F.WIG 29 /r,AVX,ModRM:r/m (w),ModRM:reg (r),NA,NA
"VMOVAPS xmm1 {k1}{z}, xmm2/m128",EVEX.128.0F.W0 28 /r,AVX512VL AVX512F,ModRM:reg (w),ModRM:r/m (r),NA,NA
"VMOVAPS ymm1 {k1}{z}, ymm2/m256",EVEX.256.0F.W0 28 /r,AVX512VL AVX512F,ModRM:reg (w),ModRM:r/m (r),NA,NA
"VMOVAPS zmm1 {k1}{z}, zmm2/m512",EVEX.512.0F.W0 28 /r,AVX512F,ModRM:reg (w),ModRM:r/m (r),NA,NA
"VMOVAPS xmm2/m128 {k1}{z}, xmm1",EVEX.128.0F.W0 29 /r,AVX512VL AVX512F,ModRM:r/m (w),ModRM:reg (r),NA,NA
"VMOVAPS ymm2/m256 {k1}{z}, ymm1",EVEX.256.0F.W0 29 /r,AVX512VL AVX512F,ModRM:r/m (w),ModRM:reg (r),NA,NA
"VMOVAPS zmm2/m512 {k1}{z}, zmm1",EVEX.512.0F.W0 29 /r,AVX512F,ModRM:r/m (w),ModRM:reg (r),NA,NA
"MOVBE r16, m16",0F 38 F0 /r,,ModRM:reg (w),ModRM:r/m (r),NA,NA
"MOVBE r32, m32",0F 38 F0 /r,,ModRM:reg (w),ModRM:r/m (r),NA,NA
"MOVBE r64, m64",REX.W + 0F 38 F0 /r,,ModRM:reg (w),ModRM:r/m (r),NA,NA
"MOVBE m16, r16",0F 38 F1 /r,,ModRM:r/m (w),ModRM:reg (r),NA,NA
"MOVBE m32, r32",0F 38 F1 /r,,ModRM:r/m (w),ModRM:reg (r),NA,NA
"MOVBE m64, r64",REX.W + 0F 38 F1 /r,,ModRM:r/m (w),ModRM:reg (r),NA,NA
"MOVD mm,r/m32",NP 0F 6E /r,MMX,ModRM:reg (w),ModRM:r/m (r),NA,NA
"MOVQ mm,r/m64",NP REX.W + 0F 6E /r,MMX,ModRM:reg (w),ModRM:r/m (r),NA,NA
"MOVD r/m32,mm",NP 0F 7E /r,MMX,ModRM:r/m (r),ModRM:reg (w),NA,NA
"MOVQ r/m64,mm",NP REX.W + 0F 7E /r,MMX,ModRM:r/m (r),ModRM:reg (w),NA,NA
"MOVD xmm,r/m32",66 0F 6E /r,SSE2,ModRM:reg (w),ModRM:r/m (r),NA,NA
"MOVQ xmm,r/m64",66 REX.W 0F 6E /r,SSE2,ModRM:reg (w),ModRM:r/m (r),NA,NA
"MOVD r/m32,xmm",66 0F 7E /r,SSE2,ModRM:r/m (r),ModRM:reg (w),NA,NA
"MOVQ r/m64,xmm",66 REX.W 0F 7E /r,SSE2,ModRM:r/m (r),ModRM:reg (w),NA,NA
"VMOVD xmm1,r32/m32",VEX.128.66.0F.W0 6E /r,AVX,ModRM:reg (w),ModRM:r/m (r),NA,NA
"VMOVQ xmm1,r64/m64",VEX.128.66.0F.W1 6E /r,AVX,ModRM:reg (w),ModRM:r/m (r),NA,NA
"VMOVD r32/m32,xmm1",VEX.128.66.0F.W0 7E /r,AVX,ModRM:r/m (r),ModRM:reg (w),NA,NA
"VMOVQ r64/m64,xmm1",VEX.128.66.0F.W1 7E /r,AVX,ModRM:r/m (r),ModRM:reg (w),NA,NA
"VMOVD xmm1,r32/m32",EVEX.128.66.0F.W0 6E /r,AVX512F,ModRM:reg (w),ModRM:r/m (r),NA,NA
"VMOVQ xmm1,r64/m64",EVEX.128.66.0F.W1 6E /r,AVX512F,ModRM:reg (w),ModRM:r/m (r),NA,NA
"VMOVD r32/m32,xmm1",EVEX.128.66.0F.W0 7E /r,AVX512F,ModRM:r/m (r),ModRM:reg (w),NA,NA
"VMOVQ r64/m64,xmm1",EVEX.128.66.0F.W1 7E /r,AVX512F,ModRM:r/m (r),ModRM:reg (w),NA,NA
"MOVDDUP xmm1, xmm2/m64",F2 0F 12 /r,SSE3,ModRM:reg (w),ModRM:r/m (r),NA,NA
"VMOVDDUP xmm1, xmm2/m64",VEX.128.F2.0F.WIG 12 /r,AVX,ModRM:reg (w),ModRM:r/m (r),NA,NA
"VMOVDDUP ymm1, ymm2/m256",VEX.256.F2.0F.WIG 12 /r,AVX,ModRM:reg (w),ModRM:r/m (r),NA,NA
"VMOVDDUP xmm1 {k1}{z}, xmm2/m64",EVEX.128.F2.0F.W1 12 /r,AVX512VL AVX512F,ModRM:reg (w),ModRM:r/m (r),NA,NA
"VMOVDDUP ymm1 {k1}{z}, ymm2/m256",EVEX.256.F2.0F.W1 12 /r,AVX512VL AVX512F,ModRM:reg (w),ModRM:r/m (r),NA,NA
"VMOVDDUP zmm1 {k1}{z}, zmm2/m512",EVEX.512.F2.0F.W1 12 /r,AVX512F,ModRM:reg (w),ModRM:r/m (r),NA,NA
"MOVDQ2Q mm, xmm",F2 0F D6 /r,,ModRM:reg (w),ModRM:r/m (r),NA,NA
"MOVDQA xmm1, xmm2/m128",66 0F 6F /r,SSE2,ModRM:reg (w),ModRM:r/m (r),NA,NA
"MOVDQA xmm2/m128, xmm1",66 0F 7F /r,SSE2,ModRM:r/m (w),ModRM:reg (r),NA,NA
"VMOVDQA xmm1, xmm2/m128",VEX.128.66.0F.WIG 6F /r,AVX,ModRM:reg (w),ModRM:r/m (r),NA,NA
"VMOVDQA xmm2/m128, xmm1",VEX.128.66.0F.WIG 7F /r,AVX,ModRM:r/m (w),ModRM:reg (r),NA,NA
"VMOVDQA ymm1, ymm2/m256",VEX.256.66.0F.WIG 6F /r,AVX,ModRM:reg (w),ModRM:r/m (r),NA,NA
"VMOVDQA ymm2/m256, ymm1",VEX.256.66.0F.WIG 7F /r,AVX,ModRM:r/m (w),ModRM:reg (r),NA,NA
"VMOVDQA32 xmm1 {k1}{z}, xmm2/m128",EVEX.128.66.0F.W0 6F /r,AVX512VL AVX512F,ModRM:reg (w),ModRM:r/m (r),NA,NA
"VMOVDQA32 ymm1 {k1}{z}, ymm2/m256",EVEX.256.66.0F.W0 6F /r,AVX512VL AVX512F,ModRM:reg (w),ModRM:r/m (r),NA,NA
"VMOVDQA32 zmm1 {k1}{z}, zmm2/m512",EVEX.512.66.0F.W0 6F /r,AVX512F,ModRM:reg (w),ModRM:r/m (r),NA,NA
"VMOVDQA32 xmm2/m128 {k1}{z}, xmm1",EVEX.128.66.0F.W0 7F /r,AVX512VL AVX512F,ModRM:r/m (w),ModRM:reg (r),NA,NA
"VMOVDQA32 ymm2/m256 {k1}{z}, ymm1",EVEX.256.66.0F.W0 7F /r,AVX512VL AVX512F,ModRM:r/m (w),ModRM:reg (r),NA,NA
"VMOVDQA32 zmm2/m512 {k1}{z}, zmm1",EVEX.512.66.0F.W0 7F /r,AVX512F,ModRM:r/m (w),ModRM:reg (r),NA,NA
"VMOVDQA64 xmm1 {k1}{z}, xmm2/m128",EVEX.128.66.0F.W1 6F /r,AVX512VL AVX512F,ModRM:reg (w),ModRM:r/m (r),NA,NA
"VMOVDQA64 ymm1 {k1}{z}, ymm2/m256",EVEX.256.66.0F.W1 6F /r,AVX512VL AVX512F,ModRM:reg (w),ModRM:r/m (r),NA,NA
"VMOVDQA64 zmm1 {k1}{z}, zmm2/m512",EVEX.512.66.0F.W1 6F /r,AVX512F,ModRM:reg (w),ModRM:r/m (r),NA,NA
"VMOVDQA64 xmm2/m128 {k1}{z}, xmm1",EVEX.128.66.0F.W1 7F /r,AVX512VL AVX512F,ModRM:r/m (w),ModRM:reg (r),NA,NA
"VMOVDQA64 ymm2/m256 {k1}{z}, ymm1",EVEX.256.66.0F.W1 7F /r,AVX512VL AVX512F,ModRM:r/m (w),ModRM:reg (r),NA,NA
"VMOVDQA64 zmm2/m512 {k1}{z}, zmm1",EVEX.512.66.0F.W1 7F /r,AVX512F,ModRM:r/m (w),ModRM:reg (r),NA,NA
"MOVDQU xmm1,xmm2/m128",F3 0F 6F /r,SSE2,ModRM:reg (w),ModRM:r/m (r),NA,NA
"MOVDQU xmm2/m128,xmm1",F3 0F 7F /r,SSE2,ModRM:r/m (r),ModRM:reg (w),NA,NA
"VMOVDQU xmm1,xmm2/m128",VEX.128.F3.0F.WIG 6F /r,AVX,ModRM:reg (w),ModRM:r/m (r),NA,NA
"VMOVDQU xmm2/m128,xmm1",VEX.128.F3.0F.WIG 7F /r,AVX,ModRM:r/m (r),ModRM:reg (w),NA,NA
"VMOVDQU ymm1,ymm2/m256",VEX.256.F3.0F.WIG 6F /r,AVX,ModRM:reg (w),ModRM:r/m (r),NA,NA
"VMOVDQU ymm2/m256,ymm1",VEX.256.F3.0F.WIG 7F /r,AVX,ModRM:r/m (r),ModRM:reg (w),NA,NA
"VMOVDQU8 xmm1 {k1}{z},xmm2/m128",EVEX.128.F2.0F.W0 6F /r,AVX512VL AVX512BW,ModRM:reg (w),ModRM:r/m (r),NA,NA
"VMOVDQU8 ymm1 {k1}{z},ymm2/m256",EVEX.256.F2.0F.W0 6F /r,AVX512VL AVX512BW,ModRM:reg (w),ModRM:r/m (r),NA,NA
"VMOVDQU8 zmm1 {k1}{z},zmm2/m512",EVEX.512.F2.0F.W0 6F /r,AVX512BW,ModRM:reg (w),ModRM:r/m (r),NA,NA
"VMOVDQU8 xmm2/m128 {k1}{z},xmm1",EVEX.128.F2.0F.W0 7F /r,AVX512VL AVX512BW,ModRM:r/m (r),ModRM:reg (w),NA,NA
"VMOVDQU8 ymm2/m256 {k1}{z},ymm1",EVEX.256.F2.0F.W0 7F /r,AVX512VL AVX512BW,ModRM:r/m (r),ModRM:reg (w),NA,NA
"VMOVDQU8 zmm2/m512 {k1}{z},zmm1",EVEX.512.F2.0F.W0 7F /r,AVX512BW,ModRM:r/m (r),ModRM:reg (w),NA,NA
"VMOVDQU16 xmm1 {k1}{z},xmm2/m128",EVEX.128.F2.0F.W1 6F /r,AVX512VL AVX512BW,ModRM:reg (w),ModRM:r/m (r),NA,NA
"VMOVDQU16 ymm1 {k1}{z},ymm2/m256",EVEX.256.F2.0F.W1 6F /r,AVX512VL AVX512BW,ModRM:reg (w),ModRM:r/m (r),NA,NA
"VMOVDQU16 zmm1 {k1}{z},zmm2/m512",EVEX.512.F2.0F.W1 6F /r,AVX512BW,ModRM:reg (w),ModRM:r/m (r),NA,NA
"VMOVDQU16 xmm2/m128 {k1}{z},xmm1",EVEX.128.F2.0F.W1 7F /r,AVX512VL AVX512BW,ModRM:r/m (r),ModRM:reg (w),NA,NA
"VMOVDQU16 ymm2/m256 {k1}{z},ymm1",EVEX.256.F2.0F.W1 7F /r,AVX512VL AVX512BW,ModRM:r/m (r),ModRM:reg (w),NA,NA
"VMOVDQU16 zmm2/m512 {k1}{z},zmm1",EVEX.512.F2.0F.W1 7F /r,AVX512BW,ModRM:r/m (r),ModRM:reg (w),NA,NA
"VMOVDQU32 xmm1 {k1}{z},xmm2/m128",EVEX.128.F3.0F.W0 6F /r,AVX512VL AVX512F,ModRM:reg (w),ModRM:r/m (r),NA,NA
"VMOVDQU32 ymm1 {k1}{z},ymm2/m256",EVEX.256.F3.0F.W0 6F /r,AVX512VL AVX512F,ModRM:reg (w),ModRM:r/m (r),NA,NA
"VMOVDQU32 zmm1 {k1}{z},zmm2/m512",EVEX.512.F3.0F.W0 6F /r,AVX512F,ModRM:reg (w),ModRM:r/m (r),NA,NA
"VMOVDQU32 xmm2/m128 {k1}{z},xmm1",EVEX.128.F3.0F.W0 7F /r,AVX512VL AVX512F,ModRM:r/m (r),ModRM:reg (w),NA,NA
"VMOVDQU32 ymm2/m256 {k1}{z},ymm1",EVEX.256.F3.0F.W0 7F /r,AVX512VL AVX512F,ModRM:r/m (r),ModRM:reg (w),NA,NA
"VMOVDQU32 zmm2/m512 {k1}{z},zmm1",EVEX.512.F3.0F.W0 7F /r,AVX512F,ModRM:r/m (r),ModRM:reg (w),NA,NA
"VMOVDQU64 xmm1 {k1}{z},xmm2/m128",EVEX.128.F3.0F.W1 6F /r,AVX512VL AVX512F,ModRM:reg (w),ModRM:r/m (r),NA,NA
"VMOVDQU64 ymm1 {k1}{z},ymm2/m256",EVEX.256.F3.0F.W1 6F /r,AVX512VL AVX512F,ModRM:reg (w),ModRM:r/m (r),NA,NA
"VMOVDQU64 zmm1 {k1}{z},zmm2/m512",EVEX.512.F3.0F.W1 6F /r,AVX512F,ModRM:reg (w),ModRM:r/m (r),NA,NA
"VMOVDQU64 xmm2/m128 {k1}{z},xmm1",EVEX.128.F3.0F.W1 7F /r,AVX512VL AVX512F,ModRM:r/m (r),ModRM:reg (w),NA,NA
"VMOVDQU64 ymm2/m256 {k1}{z},ymm1",EVEX.256.F3.0F.W1 7F /r,AVX512VL AVX512F,ModRM:r/m (r),ModRM:reg (w),NA,NA
"VMOVDQU64 zmm2/m512 {k1}{z},zmm1",EVEX.512.F3.0F.W1 7F /r,AVX512F,ModRM:r/m (r),ModRM:reg (w),NA,NA
"MOVHLPS xmm1, xmm2",NP 0F 12 /r,SSE,"ModRM:reg (r, w)",ModRM:r/m (r),NA,NA
"VMOVHLPS xmm1, xmm2, xmm3",VEX.NDS.128.0F.WIG 12 /r,AVX,"ModRM:reg (r, w)",VEX.vvvv (r),ModRM:r/m (r),NA
"VMOVHLPS xmm1, xmm2, xmm3",EVEX.NDS.128.0F.W0 12 /r,AVX512F,"ModRM:reg (r, w)",VEX.vvvv (r),ModRM:r/m (r),NA
"MOVHPD xmm1, m64",66 0F 16 /r,SSE2,"ModRM:reg (r, w)",ModRM:r/m (r),NA,NA
"VMOVHPD xmm2, xmm1, m64",VEX.NDS.128.66.0F.WIG 16 /r,AVX,ModRM:reg (w),VEX.vvvv,ModRM:r/m (r),NA
"VMOVHPD xmm2, xmm1, m64",EVEX.NDS.128.66.0F.W1 16 /r,AVX512F,ModRM:reg (w),EVEX.vvvv,ModRM:r/m (r),NA
"MOVHPD m64, xmm1",66 0F 17 /r,SSE2,ModRM:r/m (w),ModRM:reg (r),NA,NA
"VMOVHPD m64, xmm1",VEX.128.66.0F.WIG 17 /r,AVX,ModRM:r/m (w),ModRM:reg (r),NA,NA
"VMOVHPD m64, xmm1",EVEX.128.66.0F.W1 17 /r,AVX512F,ModRM:r/m (w),ModRM:reg (r),NA,NA
"MOVHPS xmm1, m64",NP 0F 16 /r,SSE,"ModRM:reg (r, w)",ModRM:r/m (r),NA,NA
"VMOVHPS xmm2, xmm1, m64",VEX.NDS.128.0F.WIG 16 /r,AVX,ModRM:reg (w),VEX.vvvv,ModRM:r/m (r),NA
"VMOVHPS xmm2, xmm1, m64",EVEX.NDS.128.0F.W0 16 /r,AVX512F,ModRM:reg (w),EVEX.vvvv,ModRM:r/m (r),NA
"MOVHPS m64, xmm1",NP 0F 17 /r,SSE,ModRM:r/m (w),ModRM:reg (r),NA,NA
"VMOVHPS m64, xmm1",VEX.128.0F.WIG 17 /r,AVX,ModRM:r/m (w),ModRM:reg (r),NA,NA
"VMOVHPS m64, xmm1",EVEX.128.0F.W0 17 /r,AVX512F,ModRM:r/m (w),ModRM:reg (r),NA,NA
"MOVLHPS xmm1, xmm2",NP 0F 16 /r,SSE,"ModRM:reg (r, w)",ModRM:r/m (r),NA,NA
"VMOVLHPS xmm1, xmm2, xmm3",VEX.NDS.128.0F.WIG 16 /r,AVX,"ModRM:reg (r, w)",VEX.vvvv (r),ModRM:r/m (r),NA
"VMOVLHPS xmm1, xmm2, xmm3",EVEX.NDS.128.0F.W0 16 /r,AVX512F,"ModRM:reg (r, w)",VEX.vvvv (r),ModRM:r/m (r),NA
"MOVLPD xmm1,m64",66 0F 12 /r,SSE2,"ModRM:reg (r, w)",ModRM:r/m (r),NA,NA
"VMOVLPD xmm2,xmm1,m64",VEX.NDS.128.66.0F.WIG 12 /r,AVX,ModRM:r/m (r),VEX.vvvv,ModRM:r/m (r),NA
"VMOVLPD xmm2,xmm1,m64",EVEX.NDS.128.66.0F.W1 12 /r,AVX512F,ModRM:reg (w),EVEX.vvvv,ModRM:r/m (r),NA
"MOVLPD m64,xmm1",66 0F 13 /r,SSE2,ModRM:r/m (w),ModRM:reg (r),NA,NA
"VMOVLPD m64,xmm1",VEX.128.66.0F.WIG 13 /r,AVX,ModRM:r/m (w),ModRM:reg (r),NA,NA
"VMOVLPD m64,xmm1",EVEX.128.66.0F.W1 13 /r,AVX512F,ModRM:r/m (w),ModRM:reg (r),NA,NA
"MOVLPS xmm1, m64",NP 0F 12 /r,SSE,"ModRM:reg (r, w)",ModRM:r/m (r),NA,NA
"VMOVLPS xmm2, xmm1, m64",VEX.NDS.128.0F.WIG 12 /r,AVX,ModRM:reg (w),VEX.vvvv,ModRM:r/m (r),NA
"VMOVLPS xmm2, xmm1, m64",EVEX.NDS.128.0F.W0 12 /r,AVX512F,ModRM:reg (w),EVEX.vvvv,ModRM:r/m (r),NA
"MOVLPS m64, xmm1",NP 0F 13 /r,SSE,ModRM:r/m (w),ModRM:reg (r),NA,NA
"VMOVLPS m64, xmm1",VEX.128.0F.WIG 13 /r,AVX,ModRM:r/m (w),ModRM:reg (r),NA,NA
"VMOVLPS m64, xmm1",EVEX.128.0F.W0 13 /r,AVX512F,ModRM:r/m (w),ModRM:reg (r),NA,NA
"MOVMSKPD reg, xmm",66 0F 50 /r,SSE2,ModRM:reg (w),ModRM:r/m (r),NA,NA
"VMOVMSKPD reg, xmm2",VEX.128.66.0F.WIG 50 /r,AVX,ModRM:reg (w),ModRM:r/m (r),NA,NA
"VMOVMSKPD reg, ymm2",VEX.256.66.0F.WIG 50 /r,AVX,ModRM:reg (w),ModRM:r/m (r),NA,NA
"MOVMSKPS reg, xmm",NP 0F 50 /r,SSE,ModRM:reg (w),ModRM:r/m (r),NA,NA
"VMOVMSKPS reg, xmm2",VEX.128.0F.WIG 50 /r,AVX,ModRM:reg (w),ModRM:r/m (r),NA,NA
"VMOVMSKPS reg, ymm2",VEX.256.0F.WIG 50 /r,AVX,ModRM:reg (w),ModRM:r/m (r),NA,NA
"MOVNTDQ m128, xmm1",66 0F E7 /r,SSE2,ModRM:r/m (w),ModRM:reg (r),NA,NA
"VMOVNTDQ m128, xmm1",VEX.128.66.0F.WIG E7 /r,AVX,ModRM:r/m (w),ModRM:reg (r),NA,NA
"VMOVNTDQ m256, ymm1",VEX.256.66.0F.WIG E7 /r,AVX,ModRM:r/m (w),ModRM:reg (r),NA,NA
"VMOVNTDQ m128, xmm1",EVEX.128.66.0F.W0 E7 /r,AVX512VL AVX512F,ModRM:r/m (w),ModRM:reg (r),NA,NA
"VMOVNTDQ m256, ymm1",EVEX.256.66.0F.W0 E7 /r,AVX512VL AVX512F,ModRM:r/m (w),ModRM:reg (r),NA,NA
"VMOVNTDQ m512, zmm1",EVEX.512.66.0F.W0 E7 /r,AVX512F,ModRM:r/m (w),ModRM:reg (r),NA,NA
"MOVNTDQA xmm1, m128",66 0F 38 2A /r,SSE4_1,ModRM:reg (w),ModRM:r/m (r),NA,NA
"VMOVNTDQA xmm1, m128",VEX.128.66.0F38.WIG 2A /r,AVX,ModRM:reg (w),ModRM:r/m (r),NA,NA
"VMOVNTDQA ymm1, m256",VEX.256.66.0F38.WIG 2A /r,AVX2,ModRM:reg (w),ModRM:r/m (r),NA,NA
"VMOVNTDQA xmm1, m128",EVEX.128.66.0F38.W0 2A /r,AVX512VL AVX512F,ModRM:reg (w),ModRM:r/m (r),NA,NA
"VMOVNTDQA ymm1, m256",EVEX.256.66.0F38.W0 2A /r,AVX512VL AVX512F,ModRM:reg (w),ModRM:r/m (r),NA,NA
"VMOVNTDQA zmm1, m512",EVEX.512.66.0F38.W0 2A /r,AVX512F,ModRM:reg (w),ModRM:r/m (r),NA,NA
"MOVNTI m32, r32",NP 0F C3 /r,,ModRM:r/m (w),ModRM:reg (r),NA,NA
"MOVNTI m64, r64",NP REX.W + 0F C3 /r,,ModRM:r/m (w),ModRM:reg (r),NA,NA
"MOVNTPD m128, xmm1",66 0F 2B /r,SSE2,ModRM:r/m (w),ModRM:reg (r),NA,NA
"VMOVNTPD m128, xmm1",VEX.128.66.0F.WIG 2B /r,AVX,ModRM:r/m (w),ModRM:reg (r),NA,NA
"VMOVNTPD m256, ymm1",VEX.256.66.0F.WIG 2B /r,AVX,ModRM:r/m (w),ModRM:reg (r),NA,NA
"VMOVNTPD m128, xmm1",EVEX.128.66.0F.W1 2B /r,AVX512VL AVX512F,ModRM:r/m (w),ModRM:reg (r),NA,NA
"VMOVNTPD m256, ymm1",EVEX.256.66.0F.W1 2B /r,AVX512VL AVX512F,ModRM:r/m (w),ModRM:reg (r),NA,NA
"VMOVNTPD m512, zmm1",EVEX.512.66.0F.W1 2B /r,AVX512F,ModRM:r/m (w),ModRM:reg (r),NA,NA
"MOVNTPS m128, xmm1",NP 0F 2B /r,SSE,ModRM:r/m (w),ModRM:reg (r),NA,NA
"VMOVNTPS m128, xmm1",VEX.128.0F.WIG 2B /r,AVX,ModRM:r/m (w),ModRM:reg (r),NA,NA
"VMOVNTPS m256, ymm1",VEX.256.0F.WIG 2B /r,AVX,ModRM:r/m (w),ModRM:reg (r),NA,NA
"VMOVNTPS m128, xmm1",EVEX.128.0F.W0 2B /r,AVX512VL AVX512F,ModRM:r/m (w),ModRM:reg (r),NA,NA
"VMOVNTPS m256, ymm1",EVEX.256.0F.W0 2B /r,AVX512VL AVX512F,ModRM:r/m (w),ModRM:reg (r),NA,NA
"VMOVNTPS m512, zmm1",EVEX.512.0F.W0 2B /r,AVX512F,ModRM:r/m (w),ModRM:reg (r),NA,NA
"MOVNTQ m64, mm",NP 0F E7 /r,,ModRM:r/m (w),ModRM:reg (r),NA,NA
"MOVQ mm, mm/m64",NP 0F 6F /r,MMX,ModRM:reg (w),ModRM:r/m (r),NA,NA
"MOVQ mm/m64, mm",NP 0F 7F /r,MMX,ModRM:r/m (w),ModRM:reg (r),NA,NA
"MOVQ xmm1, xmm2/m64",F3 0F 7E /r,SSE2,ModRM:reg (w),ModRM:r/m (r),NA,NA
"VMOVQ xmm1, xmm2/m64",VEX.128.F3.0F.WIG 7E /r,AVX,ModRM:reg (w),ModRM:r/m (r),NA,NA
"VMOVQ xmm1, xmm2/m64",EVEX.128.F3.0F.W1 7E /r,AVX512F,ModRM:reg (w),ModRM:r/m (r),NA,NA
"MOVQ xmm2/m64, xmm1",66 0F D6 /r,SSE2,ModRM:r/m (w),ModRM:reg (r),NA,NA
"VMOVQ xmm1/m64, xmm2",VEX.128.66.0F.WIG D6 /r,AVX,ModRM:r/m (w),ModRM:reg (r),NA,NA
"VMOVQ xmm1/m64, xmm2",EVEX.128.66.0F.W1 D6 /r,AVX512F,ModRM:r/m (w),ModRM:reg (r),NA,NA
